psraid,sample,segment,int_date,lang,comp,version,stz,scregion,sstate,susr,stimes,filtera,filterb,filterc.1,filterc.2,llitext0,qs1,q1,q2,qp1,sex,qm1,qm2,q2x,qp1a,chage1,chsex,chage2,chage3,chage4,chage5,qp2,q3,q4,qe3,q7,q8,q12,q15,q21a,q21b,q21c,q21d,q21e,q22,q23a,q23b,q23c,q23d,q23e,q24,q29a,q29b,q29c,q29d,q30,q31,q33,q34,q35a,q35b,q35c,q35d,q35e,qe5,q40,q41am1,q41am2,q41am3,q41c,q42m1,q42m2,q42m3,q42m4,q43,q44a,q44b,q44c,q49a,q49b,q49c,q49d,q49e,q50,q52,q54a,q54b,q54c,q54d,q54e,q54f,q54g,q54h,q57,q58,q62,q63,q65a,q65b,q65c,q67a,q67b,q68a,q68b,q68c,q68d,q68e,q7486ord,q74a,q74b,q74c,q77,q79,q80,q81a,q81b,q81c,q86a,q86b,q86c,q86d,q86e,q86f,q86g,q90,q92a,q92b,q93,q94a,q94b,q94c,age,qm3,fam3a,fam3b,fam3c,educ2,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,relig,chr,born,attend,q95,q96,income,party,partyln,ideo,hh1,hh3,ownrent,ql1,ql1a,qc1,raceos,religos,origraceos,usr,cregion,state,density,partysum,partyideo,child,recage,racethn,racethn2,racecmb,recage2,iphoneuse,hphoneuse,adults,parents,kids,ll,cp,wt1,utweight,weight
400265,2,4,92915,1,1,4,C,2,27,S,1, ,1, , , ,2,1,3,1,1,6, , ,1,6,1, , , ,0,3,1,1,1,2,3,3,1, ,1,1,1,1,3,1,3,1,2,1,1,2,1,4,4,1,3,3,3,1,1,7,1, , ,9,5, , , , , , , , ,10,10,10, ,4,4,4,4,3,3,2,2,2,2,2,1,2,2, ,1,2,2,2,1,1,4,1,2, ,4,4,1, , , , , , , , , , ,1,1,2,2,2,2, ,2,1,2,1,2,2,2,46,1, , , ,6,2,3, , , , ,12, , ,6, , ,7,3,1,4,3,2,1, , ,1,,,,S,2,27,3,1,3,1,5,4,5,3,2,2,2,2,1,1,1,1,0.4749646854960691,0.45,1.7307692307692308
300260,1,3,92915,1,1,4,C,2,20,U,1, ,1, , ,1, ,1,2,1,2,1, ,2,1,17,1, , , ,0,1,2,1,2,1,1,2,1,1, ,4,1,2,1,2,2,1,3,1,1,2,1,3,2,1,3,4,1,1,1,3,7,1,1,1,98, , , , , , , , ,8,5,97,1,1,1,4,4,3,3,2,2,2,2,1,2,1,2, ,9,1,2,2,3,3,1,9,3, ,2,5,1, , , , , , , , , , ,2,1,2,2,2,2,2,2,1,1,2,1,1,1,56, ,1, , ,8,2,1, , , , ,10, , ,6,2,2,9,2, ,5,3,2,1,1, , ,,,,U,2,20,4,2,5,1,6,1,1,1,3,2,2,2,2,1,1,1,0.8335236254563465,0.49,1.8846153846153846
203778,2,2,100115,1,1,5,P,4,53,,1, ,2, , , ,2,2,2,1,1,1, ,2,1,17,2, , , ,0,1,2,3,1,3,3,2,1,2, ,2,3,3,1,2,2,2,2,2,3,2,2,3,3,2,3,4,3,2,2,3,3,2,1,2,98, , , , , , , , ,12,10,15,2,2,4,4,4,3,3,1,2,2,2,2,1,1,2, ,2,2,1,2,3,2,2,4,2, ,2,4,3, , , , , , , , , , ,2,2,2,2,2,2,1, ,1,1,1,2,2,2,53, ,2, , ,4,2,1, , , , ,12, , ,3,1,1,7,1, ,1,3,2,1, , ,1,,,,S,4,53,4,1,1,1,6,1,1,1,3,2,2,2,2,1,1,1,0.683796174408227,0.75,2.8846153846153846
300279,1,3,100415,1,1,5,P,4,53,S,6, ,1, , ,2, ,1,1,1,2,1, ,3,1,16,1, , , ,0,1,1,1,2,1,1,3,2,1, ,1,1,1,3,1,1,1,1,1,1,3,2,2,2,2,1,3,3,2,1,1,1,1,1,2,1,5,98,1, , , , , ,12,14,14,2,2,1,4,2,1,1,1,1,2,2,2,1,2,2, ,4,2,2,1,2,1,1,1,2, ,1,4,1, , , , , , , , , , ,2,1,1,2,2,1,1,1,1,2,2,2,2,2,47, ,1, , ,8,2,1, , , , ,1, ,1,2,2,2,8,2, ,4,3,2,1,1, , ,,,,S,4,53,4,2,5,1,5,1,1,1,2,2,2,2,2,1,1,1,0.44487433017711736,0.45,1.7307692307692308
400468,2,4,93015,1,1,5,P,4,53,S,4, ,2, , , ,2,1,2,1,2,1, ,3,1,15,2, , , ,0,1,1,1,2,1,2,3,2,1, ,1,1,1,1,2,3,1,3,1,1,2,2,3,3,2,3,3,3,1,1,1,3,1,1,2,98, , , , , , , , ,10,3,98,1,2,2,4,3,3,3,2,1,2,2,1,2,1,2, ,1,2,1,2,2,1,2,2,1, ,2,5,1, , , , , , , , , , ,2,1,1,2,2,1,1,2,1,2,1,1,1,1,50, ,1, , ,8,2,1, , , , ,1, ,1,2,2,2,8,3,1,3,3,2,1, , ,1,,,,S,4,53,4,1,3,1,6,1,1,1,3,2,2,2,2,1,1,1,1.104176628402461,0.77,2.9615384615384617
400289,2,4,92915,1,1,4,M,4,35,S,2, ,2, , , ,2,2,2,1,1,1, ,3,1,15,2, , , ,0,1,3,2,1,3,2,3,2,1, ,2,2,3,2,1,1,1,1,1,1,2,1,3,1,2,1,2,3,2,2,1,1,1,1,5,98, , , , , , , , ,11,98,98,1,1,1,4,3,2,3,1,2,2,2,1,1,1,1, ,2,1,2,2,2,1,3,2,2, ,2,4,1, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,1,1,1,1,53, ,1, , ,6,9,9, , , , ,7, , ,6,1,1,8,1, ,2,3,2,1, , ,1,,,,S,4,35,1,1,1,1,6,9,9,9,3,2,2,2,2,1,1,1,0.5893602959211953,0.37,1.423076923076923
202293,2,2,100115,2,1,5,P,4,6,,5, , ,1,4, ,2,2,1,1,1,1, ,2,4, , ,1,1,2,2,3,2,3,1,4,2,2,1,1, ,1,1,1,3,2,1,1,4,2,2,1,2,4,4,1,3,4,3,2,2,3,3,2,2,1,5, , , ,3, , , , ,12,7,15,3,3,3,3,3,2,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,3,9,2,2,2,2,3,3,1,2,1,1,2,1,2, , , , , , , , , , , , , , , , , ,46, , , ,1,2,1,7, , , ,3,2, ,2,3,3,1,2,2, ,4,6,2,2, , ,1,,,,U,4,6,5,2,5,4,5,3,4,5,2,2,2,2,2,3,1,1,0.683796174408227,0.64,2.4615384615384617
206085,2,2,101015,2,1,5,P,4,6,,8, ,1, , , ,2,1,3,1,1,1, ,3,1,11,1, , , ,0,1,2,3,1,3,2,3,2,1, ,1,1,1,1,2,2,2,2,2,2,1,2,4,4,1,3,4,3,3,2,3,2,1,2,1,98, , , , , , , , ,16,18,18,1,3,4,4,4,4,3,2,2,2,1,2,2,2,1, ,1,2,2,1,3,1,1,2,4, ,4,4,2, , , , , , , , , , ,2,1,1,2,2,2, ,1,1,2,2,2,1,1,57, ,1, , ,1,1,7, , , ,3,13, ,1,1,3,1,3,3,1,2,3,2,2, , ,2,,,,U,4,6,1,1,3,1,6,3,4,5,3,3,3,2,2,1,0,1,1.534390825668926,1.34,5.153846153846154
107780,1,1,100515,1,1,5,E,3,54,S,1, ,3, , ,2, ,2,1,1,2,1, ,3,3, , ,0,3,0,2,3,2,1,1,3,2,2,1,1, ,1,2,2,3,2,1,1,2,1,1,3,2,1,1,1,1,1,1,3,3,1,3,1,1,4,1,98, , , , , , , ,12,13,14,1,2,4,4,3,2,1,1,1,2,2,2,1,1,2, ,1,1,1,2,2,1,2,2,2, ,1,4,1, , , , , , , , , , ,1,1,1,1,1,1, ,2,1,1,1,1,2,1,50, , , ,1,8,2,1, , , , ,1, ,2,3,3,1,10,2, ,4,5,2,1,1, , ,,,,S,3,54,2,2,5,3,6,1,1,1,3,2,2,2,2,3,1,1,0.683796174408227,0.28,1.076923076923077
300528,1,3,100315,1,1,5,E,1,36,U,2, ,3, , ,2, ,2,1,1,2,1, ,2,2, , ,0,1,1,2,3,2,2,3,3,3,1,1,3, ,2,3,2,1,1,1,1,1,1,1,3,3,2,2,2,3, , ,1,1,1,1,3,1,2,6,5, , , , , , , ,11,8,15,3,2,2,4,2,2,3,2,1,2,1,2,1,2,1, ,4,2,2,2,3,1,3,2,1, ,1,1,1, , , , , , , , , , ,2,1,1,2,1,1,2,1,2,1,2,1,1,1,52, , ,1, ,8,2,2, , , , ,13, ,1,2, , ,7,2, ,2,4,2,1,1, , ,,,,U,1,36,5,2,4,2,6,2,2,2,3,2,2,2,2,2,1,1,0.7823227852331245,0.51,1.9615384615384615
103149,1,1,100315,1,1,5,E,2,26,S,7, ,2, , ,1, ,1,3,1,2,1, ,3,1,17,2, , , ,0,2,1,2,1,1,4,3,1,2, ,2,2,3,3,2,3,2,1,1,3,1,2,3,4,1,3,3,1,1,1,1,1,1,1,2,98, , , , , , , , ,15,12,15,1,2,2,1,2,3,3,2,2,2,2,2,2,1,2, ,3,2,2,2,2,1,1,3,3, ,1,4,4, , , , , , , , , , ,2,1,2,2,1,1,1,1,1,1,2,1,1,2,46, ,1, , ,4,2,1, , , , ,2, ,2,4,1,2,6,2, ,3,5,4,1,1, , ,,,,S,2,26,4,2,4,1,5,1,1,1,2,2,2,3,2,1,1,1,0.683796174408227,0.79,3.0384615384615383
202326,2,2,92915,2,1,4,E,1,34,,4, , ,1,3, ,2,2,1,1,1,4, , ,2, , ,1,0,1,1,3,3,2,1,3,2,2,1, ,1,1,1,1,1,2,2,2,4,1,1,1,1,3,3,1,3,2,3,3,1,3,1, , ,1,98, , , ,1, , , , ,18,17,18, ,1,3,2,3,1,3,1,1,1,1,2,1,1,1,3,4,1,1,2,1,1,1,4,4,3,4,4,3,2, , , , , , , , , ,1,1,1,1,2,2,2,2,2,1,2,2,2,1,45,1, , , ,1,1,1, , , ,3,2, ,2,4, , ,3,1, ,4,3,2,1, , ,2,,,,S,1,34,5,1,2,1,5,3,4,1,2,3,3,2,1,2,0,1,1.534390825668926,2.1,8.076923076923077
300414,1,3,100115,1,1,5,C,2,55,S,1, ,1, , ,1, ,2,1,1,2,3, , ,1,15,1, , , ,0,2,2,2,1,1,1,2,1, ,2,4,1,1,2,1,1,1,1,1,3,2,1,3,3,2,3,1,1,6,6,1,2, , ,1,98, , , , , , , , ,12,12,13, ,2,2,4,4,4,1,2,1,2,2,2,1,1,2, ,2,2,1,2,2,1,1,4,2, ,1,4,1, , , , , , , , , , ,2,1,2,1,2,2,2,2,1,1,1,1,2,2,53,4, , , ,4,2,1, , , , ,1, ,2,6, , ,3,2, ,3,2,1,1,1, , ,,,,S,2,55,3,2,4,1,6,1,1,1,3,2,2,1,1,1,1,1,0.44825098543462866,0.31,1.1923076923076923
400441,2,4,93015,1,1,5,C,2,17,U,4, ,3, , , ,2,1,2,1,2,6, , ,2, , ,0,2,0,2,3,1,4,3,3,2,3,1, ,2,3,2,3,2,1,1,1,1,1,1,1,1,3,3,1,3, , ,1,1,3,1, , ,2,98, , , , , , , , ,13,9,13, ,2,3,4,3,2,3,2,2,2,2,2,1,2,2, ,2,2,2,2,2,1,1,4,2, ,2,3,1, , , , , , , , , , ,1,1,1,2,1,1, ,2,1,1,2,1,1,1,40,4, , , ,6,2,2, , , , ,12, , ,1, , ,3,3,9,4,4,2,2, , ,2,,,,U,2,17,5,9,3,2,4,2,2,2,2,3,3,2,1,2,0,1,0.7332788126956857,0.74,2.846153846153846
300731,1,3,100815,1,1,5,E,3,12,S,1, ,2, , ,1, ,1,3,1,1,1, ,3,1,17,2, , , ,0,2,2,1,3,3,1,3,2,1, ,4,3,1,4,1,1,2,1,2,4,2,1,3,3,1,3, , ,3,2,1,3,2,3,4,98, , , , , , , , ,12,12,12,4,4,4,4,4,1,3,2,1,2,2,2,2,2,1, ,3,2,2,1,2,1,4,4,1, ,1,1,3, , , , , , , , , , ,1,1,1,2,1,1,1,2,1,1,1,2,1,1,69, ,2, , ,2,2,1, , , , ,2, ,2,2, , ,9,2, ,3,6,3,1,1, , ,,,,S,3,12,5,2,4,3,6,1,1,1,4,2,2,3,2,1,1,1,0.5700725565784641,0.51,1.9615384615384615
107920,1,1,100515,1,1,5,E,1,34,S,2, ,2, , ,2, ,1,2,1,2,1, ,3,1,16,2, , , ,0,1,1,1,1,3,1,3,2,1, ,3,3,3,1,2,2,1,2,1,2,1,1,3,3,2,3,3,3,3,1,3,3,3,1,2,5, , , , , , , , ,12,12,12,1,1,2,4,3,3,3,2,2,2,2,2,2,1,1, ,3,1,2,1,1,1,1,3,3, ,3,4,1, , , , , , , , , , ,1,1,2,1,2,1,1,2,1,2,2,1,1,2,48, ,1, , ,8,2,1, , , , ,2, ,2,6,3,1,9,2, ,3,3,2,1,1, , ,,,,S,1,34,5,2,4,1,5,1,1,1,2,2,2,2,2,1,1,1,0.683796174408227,0.66,2.5384615384615383
400821,2,4,100515,1,1,5,E,2,26,U,2, , ,2,3, ,2,1,2,1,1,1, ,2,3, , ,2,1,0,1,9,2,2,1,2,1,2,1,1, ,1,2,2,1,1,1,2,3,1,2,2,3,3,2,2,3,3,3,2,3,3,2,3,1,1,98, , , ,2,1, , , ,10,4,8,1,1,2,3,2,4,3,2,2,2,2,2,1,1,2,1,2,2,2,1,9,9,1,3,3,1,4,4,2,2, , , , , , , , , ,1,1,1,2,2,2, ,2,1,2,2,1,1,1,34, , , ,1,6,2,1, , , , ,12, , ,4,3,9,10,2, ,4,5,2,1, , ,2,,,,U,2,26,4,2,5,3,2,1,1,1,9,3,3,2,2,3,0,1,0.6913701639754442,0.36,1.3846153846153846
300790,1,3,100915,1,1,5,E,2,18,S,2, ,1, , ,1, ,2,1,1,2,1, ,2,1,12,1, , , ,0,1,1,2,1,1,1,2,1,1, ,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,2,1,1,1,1,1,1,1,1,98, , , , , , , , ,13,12,16,1,1,1,4,4,3,3,2,1,2,1,2,1,2,1, ,1,2,1,2,1,1,1,2,1, ,1,4,1, , , , , , , , , , ,2,1,1,2,1,1, ,2,1,1,1,1,2,1,50, ,2, , ,3,2,1, , , , ,2, ,1,2,2,2,7,3,1,2,3,2,1,1, , ,,,,S,2,18,3,1,3,1,6,1,1,1,3,2,2,2,2,1,1,1,1.012591378622497,0.69,2.6538461538461537
300851,1,3,101115,1,1,5,E,3,13,R,5, ,3, , ,2, ,1,2,1,2,1, ,3,2, , ,0,2,0,2,3,1,2,1,3,2,3,1,1, ,1,1,2,1,1,1,1,1,1,1,2,1,3,3,2,3,2,3,1,1,3,3,3,1,1,98, , , , , , , , ,12,97,99,1,2,2,4,3,2,4,2,2,2,2,2,2,2,2, ,2,1,2,2,2,1,9,4,2, ,2,3,1, , , , , , , , , , ,1,1,1,1,1,1, ,2,1,1,2,1,1,1,41, , ,1, ,6,2,1, , , , ,13, ,1,4,3,2,7,3,9,4,4,2,1,1, , ,,,,R,3,13,2,9,3,2,4,1,1,1,2,2,2,2,2,2,1,1,0.6273343089133543,0.75,2.8846153846153846
201970,2,2,92815,2,1,4,P,4,6,,2, , ,1,4, ,2,1,2,1,2,1, ,3,3, , ,1,1,1,2,3,2,3,2,4,1,3,1,1, ,1,1,1,2,2,2,2,4,2,1,2,1,4,2,1,2,3,1,1,3,2,3,3,2,1,1, , , ,3, , , , ,98,97,98,2,4,4,4,4,2,3,2,1,2,3,3,3,3,2,4,1,2,2,3,3,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2, , , , , , , , , , , , , , , , , ,40, , , ,1,3,1,7, , , ,3,2, ,2,3,3,3,10,3,9,9,5,2,2, , ,2,,,,U,4,6,5,9,3,3,4,3,4,5,2,3,3,2,2,3,0,1,1.534390825668926,1.69,6.5
203031,2,2,93015,2,1,5,M,4,56,,3, , ,2,4, ,2,1,9,1,1,1, ,3,3, , ,2,2,0,2,3,2,2,1,1,2,3,2,1, ,1,9,9,2,2,2,2,2,2,2,1,3,3,3,1,3,3,1,2,2,3,3,2,3,1,98, , , , , , , ,2,15,14,15,1,2,2,4,4,3,3,1,1,1,1,1,1,2,1,2,1,9,1,1,3,3,1,2,2,2,1,2,1,2, , , , , , , , , ,2,1,2,1,1,2, ,2,1,1,2,2,1,2,37, , , ,1,1,1,7, , , ,3,2, ,2,3, , ,7,3,2,2,5,2,1, , ,2,,,,R,4,56,1,2,3,3,3,3,4,5,2,3,3,2,2,3,0,1,1.534390825668926,1.03,3.9615384615384617
300843,1,3,101115,1,1,5,E,1,9,U,6, , ,1,3,1, ,2,2,1,2,1, ,3,2, , ,1,1,0,1,3,1,2,1,2,1,2,2,1, ,2,3,1,2,1,2,1,3,1,1,2,1,3,3,2,3,2,1,1,1,1,3,1,1,1,98, , , ,1, , , , ,12,97,12,2,1,2,3,3,2,3,2,2,2,2,2,1,2,2,3,2,1,2,1,2,1,4,3,3,3,1,4,1,1,1,1,1,1,1,2, , , , , , , , , , , , , , , , , ,44, , ,1, ,6,1,1, , , ,3,2, ,2,2,2,2,9,1, ,3,5,3,1,1, , ,,,,U,1,9,4,1,2,2,4,3,4,1,2,2,2,3,2,2,1,1,0.28503627828923206,0.35,1.346153846153846
203772,2,2,100415,1,1,5,P,4,6,,2, ,2, , , ,2,1,3,1,1,1, ,2,1,8,2, , , ,0,1,2,1,3,2,1,3,1,3, ,3,3,2,1,2,2,1,2,1,1,2,1,3,3,3,2, , ,1,1,2,1,1,1,1,1,5, ,1, , , , , ,10,98,11,1,2,2,4,4,3,2,1,2,2,1,2,2,2,2, ,1,1,1,1,2,2,1,3,2, ,4,4,3, , , , , , , , , , ,1,1,2,2,2,2, ,2,2,2, ,1,2,1,46, ,1, , ,4,2,1, , , , ,9, , ,6, , ,9,2, ,4,3,2,1, , ,1,,,,U,4,6,4,2,5,1,5,1,1,1,2,2,2,2,2,1,1,1,0.683796174408227,1.03,3.9615384615384617
207079,2,2,101215,1,1,5,E,2,18,,6, , ,2,3, ,2,2,2,1,2,1, ,3,3, , ,2,1,0,1,3,1,2,2,1,1,2,2,1, ,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,3,3,3,1,2,3,2,1,2,1,5, ,1,2, , , , ,12,97,98,4,2,2,4,3,2,3,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,1,4,1,3,1,1,2,2,1,2,1,2,1,2,2, , , , , , , , , , , , , , ,35, , , ,1,5,2,1, , , , ,1, ,1,3,3,3,7,1, ,1,5,2,1, , ,2,,,,R,2,18,1,1,1,3,3,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,1.29,4.961538461538462
400968,2,4,100815,1,1,5,C,3,48,S,5, ,1, , , ,2,1,2,1,1,1, ,3,1,17,1, , , ,0,1,2,1,5,2,2,3,2,1, ,4,1,1,3,1,1,1,1,1,2,2,2,3,3,1,3, , ,3,2,3,3,2,3,1,5, , , , , , , , ,9,10,13,1,3,3,4,3,3,1,2,1,2,2,2,2,2,2, ,2,1,2,2,2,2,2,2,2, ,2,4,1, , , , , , , , , , ,1,1,2,2,2,2,2,2,1,2,2,2,1,1,65, ,1, , ,8,2,1, , , , ,2, ,2,2, , ,8,3,1,2,3,2,1, , ,1,,,,S,3,48,3,1,3,1,6,1,1,1,4,2,2,2,2,1,1,1,0.5258337788306706,0.34,1.3076923076923077
202971,2,2,100315,1,1,5,C,3,40,,3, , ,1,3, ,2,1,2,1,2,1, ,2,2, , ,1,1,0,1,3,1,2,1,3,2,3,1,1, ,1,1,1,1,1,2,1,2,1,1,2,1,2,3,1,3,2,3,2,1,3,3,3,1,1,98, , , ,1, , , , ,15,12,17,4,1,1,2,1,3,3,2,1,2,2,2,1,1,2,4,4,2,2,1,2,1,1,3,2,1,1,3,1,2, , , , , , , , , ,2,1,1,2,1,2, ,2,1,1,1,1,1,1,30, , ,1, ,8,2,2, , , , ,13, ,1,1,3,2,7,2, ,4,4,2,1, , ,1,,,,R,3,40,1,2,5,2,2,2,2,2,2,2,2,2,2,2,1,1,0.683796174408227,0.69,2.6538461538461537
300501,1,3,100715,1,1,5,E,1,36,U,4, ,2, , ,1, ,2,2,1,2,1, ,3,1,15,2, , , ,0,3,3,1,2,2,2,3,2,1, ,4,1,2,2,1,1,1,3,1,1,3,2,3,3,2,1,2,1,1,1,1,1,3,1,3,1,5, ,1, , , , , ,11,99,14,1,2,1,4,2,3,1,2,2,2,3,2,1,1,2, ,3,1,2,2,3,1,1,2,1, ,1,4,1, , , , , , , , , , ,1,1,1,2,1,1,2,2,1,1,1,1,1,2,55, ,1, , ,8,2,1, , , , ,2, ,2,3,2,2,9,2, ,5,3,2,1,1, , ,,,,U,1,36,5,2,5,1,6,1,1,1,3,2,2,2,2,1,1,1,0.40592219988511175,0.27,1.0384615384615385
203514,2,2,100115,1,1,5,E,1,42,,1, ,3, , , ,2,2,1,1,1,1, ,2,4, , ,0,2,2,2,3,2,2,1,2,2,3,1,1, ,1,1,1,2,1,1,1,1,1,3,2,2,3,1,2,3,2,3,1,2,3,2,3,2,1,1,5, ,1, , , , , ,12,10,97,1,1,2,4,2,3,3,1,2,2,2,2,2,2,1, ,1,2,2,1,2,2,1,4,1, ,1,2,1, , , , , , , , , , ,1,1,1,2,2,1,1,1,1,1,1,1,1,2,42, , , ,1,6,2,1, , , , ,1, ,1,1,1,1,7,1, ,2,5,2,1, , ,2,,,,S,1,42,3,1,1,3,4,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,0.93,3.576923076923077
106810,1,1,100415,1,1,5,P,4,6,S,2, ,3, , ,2, ,1,1,1,1,1, ,3,3, , ,0,0,3,2,3,1,1,1,1,1,3,2,1, ,1,1,3,4,1,1,1,1,1,1,1,1,2,3,1,3,3,3,3,2,1,3,3,1,1,5, , , , , , , , ,14,13,98,1,2,4,4,4,2,1,2,2,2,1,2,2,1,1, ,3,1,2,1,3,2,1,1,2, ,1,4,1, , , , , , , , , , ,1,1,2,2,1,1,2,1,2,1,1,1,1,1,56, , , ,1,8,2,3, , , , ,12, , ,6,3,1,9,3,1,2,5,2,1,1, , ,,,,S,4,6,3,1,3,3,6,4,5,3,3,2,2,2,2,3,1,1,0.683796174408227,0.35,1.346153846153846
400042,2,4,92815,1,1,4,E,1,9,S,2, ,3, , , ,2,2,2,1,1,1, ,2,2, , ,0,2,0,2,3,2,1,1,1,1,2,2,3, ,1,2,2,1,1,1,1,2,1,1,1,1,3,2,1,3,3,1,3,3,3,3,2,1,1,5, , , , , , , , ,9,6,13,2,2,3,4,4,3,1,2,2,2,2,2,1,2,1, ,2,1,2,1,2,2,2,3,2, ,1,3,1, , , , , , , , , , ,1,1,1,2,1,2, ,1,1,1,1,1,2,2,42, , ,1, ,6,2,1, , , , ,13, ,2,2,3,1,9,3,2,2,4,2,1, , ,1,,,,S,1,9,4,2,3,2,4,1,1,1,2,2,2,2,2,2,1,1,0.5832899646442954,0.68,2.6153846153846154
401204,2,4,101215,1,1,5,E,2,39,R,4, ,3, , , ,2,2,2,1,1,1, ,2,2, , ,0,0,2,2,2,2,2,1,2,1,3,1,1, ,1,1,1,2,2,3,2,2,2,2,2,2,3,2,2,3,1,3,2,2,2,1,2,1,2,1,5, ,1, , , , , ,15,10,13,2,3,3,4,4,2,2,1,2,2,2,2,1,1,2, ,4,1,2,2,2,2,1,3,2, ,3,3,2, , , , , , , , , , ,2,1,1,2,1,1,1,2,1,1,1,1,1,1,53, , ,1, ,8,2,1, , , , ,13, ,1,3,3,1,7,2, ,3,4,2,1, , ,1,,,,R,2,39,2,2,4,2,6,1,1,1,3,2,2,2,2,2,1,1,0.5934332535342536,0.35,1.346153846153846
202751,2,2,93015,1,1,5,C,2,55,,3, ,3, , , ,2,1,1,1,2,1, ,3,2, , ,0,0,2,2,3,1,1,1,2,1,3,1,1, ,1,1,1,3,2,2,2,2,1,2,2,2,3,3,2,3,2,3,1,1,3,1,1,1,2,5, , , , , , , , ,97,97,97,1,2,1,4,3,2,3,1,2,2,2,1,1,1,1, ,1,1,1,2,1,3,2,2,2, ,1,4,1, , , , , , , , , , ,1,1,1,1,1,1,1,2,1,1,2,1,1,1,47, , ,1, ,6,2,1, , , , ,1, ,1,4,3,2,9,1, ,2,4,2,1, , ,2,,,,R,2,55,3,1,1,2,5,1,1,1,2,3,3,2,2,2,0,1,1.534390825668926,1.02,3.923076923076923
300198,1,3,92815,1,1,4,E,3,37,R,3, , ,1,4,1, ,2,2,1,2,1, ,2,3, , ,1,1,1,2,3,2,2,1,1,1,1,1,1, ,1,3,3,2,1,1,1,1,1,1,2,2,3,3,2,3,3,3,1,1,1,1,3,1,1,5,98, , ,2, , , , ,11,6,13,2,1,1,3,2,1,3,1,2,2,2,1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2, , , , , , , , , , , , , , ,39, , , ,2,6,2,1, , , , ,1, ,1,4,3,3,6,3,1,2,5,2,1,1, , ,,,,R,3,37,1,1,3,3,3,1,1,1,2,2,2,2,2,3,1,1,0.7366736220137212,0.5,1.923076923076923
203037,2,2,93015,1,1,5,P,4,6,,1, ,2, , , ,2,2,2,1,2,3, , ,1,17,2, , , ,0,1,2,4,1,1,1,3,2, ,3,1,3,3,1,1,1,1,3,1,1,2,1,3,1,2,3,4,3,1,1,1,1, , ,1,98,5, , , , , , , ,13,12,99, ,3,3,4,4,4,3,2,2,2,2,2,4,2,2, ,4,2,2,1,2,1,2,2,2, ,3,3,3, , , , , , , , , , ,1,1,1,2,2,1,1,2,2,2, ,1,1,1,52,4, , , ,4,2,2, , , , ,13, ,1,2, , ,5,2, ,3,3,2,1, , ,1,,,,S,4,6,4,2,4,1,6,2,2,2,3,2,2,2,1,1,1,1,0.41071215649162174,0.44,1.6923076923076923
203745,2,2,100115,1,1,5,P,4,41,,1, ,3, , , ,2,1,2,1,1,1, ,2,3, , ,0,2,1,2,3,2,2,1,1,1,3,2,1, ,1,2,1,1,1,1,1,1,1,3,2,2,3,3,3,3,2,3,3,2,3,3,3,3,2,1,5, ,1, , , , , ,10,10,12,1,1,3,4,4,3,4,2,2,2,2,2,1,1,2, ,3,2,1,9,2,1,2,4,2, ,2,3,1, , , , , , , , , , ,2,1,1,1,2,1,2,2,1,1,2,1,1,1,40, , , ,1,6,2,1, , , , ,3, ,2,1, , ,10,1, ,2,5,2,2, , ,2,,,,S,4,41,2,1,1,3,4,1,1,1,2,3,3,2,2,3,0,1,1.534390825668926,1.04,4
202067,2,2,92915,1,1,4,C,2,55,,2, ,2, , , ,2,1,2,1,2,1, ,3,1,16,2, , , ,0,2,2,1,1,2,1,3,2,2, ,3,3,3,2,3,3,1,4,1,4,2,2,3,3,2,3,4,3,1,1,1,3,3,1,2,98, , , , , , , , ,11,6,12,1,2,3,3,3,3,1,2,2,2,2,2,2,2,2, ,1,1,2,1,3,1,1,4,3, ,2,4,1, , , , , , , , , , ,2,1,1,1,2,1,1,2,1,2,2,1,1,2,48, ,2, , ,8,2,1, , , , ,12, , ,5,3,1,8,2, ,4,4,3,1, , ,2,,,,S,2,55,1,2,5,1,5,1,1,1,2,3,3,3,2,1,0,1,1.534390825668926,0.89,3.423076923076923
300862,1,3,101315,1,1,5,E,1,36,S,5, ,2, , ,1, ,2,2,1,2,3, , ,1,17,2, , , ,0,1,2,3,1,2,1,2,2, ,1,1,1,1,2,1,1,1,1,1,4,2,2,3,4,2,3,4,3,1,1,1,1, , ,2,98, , , , , , , , ,13,9,16, ,1,2,3,4,2,3,1,1,1,1,1,2,1,1, ,3,1,2,2,2,2,2,4,1, ,2,4,1, , , , , , , , , , ,2,2,2,2,2,1,1, ,1,2,2,2,2,2,52,3, , , ,4,2,1, , , , ,2, ,2,4, , ,7,1, ,2,3,2,1,1, , ,,,,S,1,36,3,1,1,1,6,1,1,1,3,2,2,2,1,1,1,1,0.8462014511711576,0.75,2.8846153846153846
